registrationId,status,grade,RegistratedTo,RegistratedBy
R1388,withdrawn,,I-717,19950824-0044
R1389,registered,,I-2397,19950824-0044
R1390,not started,,I-2399,19950824-0044
R1391,not started,,I-709,19961220-0045
R1392,not started,,I-611,19961220-0045
R1393,not started,,I-713,19961220-0045
R1394,completed,5,I-282,19961220-0045
R1395,withdrawn,,I-4380,19961220-0045
R1396,withdrawn,,I-295,19961220-0045
R1397,withdrawn,,I-1983,19961220-0045
R1398,withdrawn,,I-830,19961220-0045
R1399,completed,3,I-4382,19961220-0045
R1400,completed,4,I-834,19961220-0045
R1401,completed,5,I-835,19961220-0045
R1402,withdrawn,,I-828,19961220-0045
R1403,not started,,I-934,19961220-0045
R1404,completed,4,I-1785,19961220-0045
R1405,registered,,I-5338,19961220-0045
R1406,withdrawn,,I-937,19961220-0045
R1407,withdrawn,,I-2687,19950308-0046
R1408,completed,5,I-2688,19950308-0046
R1409,withdrawn,,I-3725,19950308-0046
R1410,registered,,I-2583,19950308-0046
R1411,completed,3,I-2593,19950308-0046
R1412,withdrawn,,I-2392,19950308-0046
R1413,withdrawn,,I-1965,19950308-0046
R1414,not started,,I-2807,19950308-0046
R1415,withdrawn,,I-4323,19990824-0047
R1416,withdrawn,,I-1413,19990824-0047
R1417,registered,,I-4762,19990824-0047
R1418,not started,,I-4325,19990824-0047
R1419,withdrawn,,I-2148,19990824-0047
R1420,completed,5,I-3494,19990824-0047
R1421,completed,4,I-4330,19990824-0047
R1422,withdrawn,,I-2258,19990824-0047
R1423,registered,,I-5194,19990824-0047
R1424,registered,,I-4446,19990824-0047
R1425,withdrawn,,I-4237,19990824-0047
R1426,registered,,I-4557,19990824-0047
R1427,withdrawn,,I-2794,19990824-0047
R1428,completed,5,I-4559,19990824-0047
R1429,not started,,I-4561,19990824-0047
R1430,not started,,I-267,19970301-0048
R1431,not started,,I-2478,19970301-0048
R1432,registered,,I-1635,19970301-0048
R1433,not started,,I-481,19970301-0048
R1434,not started,,I-2592,19970301-0048
R1435,registered,,I-2595,19970301-0048
R1436,completed,5,I-2594,19970301-0048
R1437,not started,,I-1466,19980102-0049
R1438,not started,,I-4917,19980102-0049
R1439,registered,,I-1144,19980102-0049
R1440,completed,5,I-4172,19980102-0049
R1441,withdrawn,,I-4288,19980102-0049
R1442,withdrawn,,I-3449,19980102-0049
R1443,withdrawn,,I-4073,19980102-0049
R1444,withdrawn,,I-1886,19980102-0049
R1445,completed,4,I-1355,19970918-0050
R1446,not started,,I-3646,19970918-0050
R1447,withdrawn,,I-91,19970918-0050
R1448,completed,4,I-512,19970918-0050
R1449,registered,,I-4283,19970918-0050
R1450,completed,3,I-4284,19970918-0050
R1451,not started,,I-4285,19970918-0050
R1452,withdrawn,,I-4287,19970918-0050
R1453,completed,5,I-4686,19981214-0051
R1454,completed,5,I-4479,19981214-0051
R1455,completed,5,I-390,19981214-0051
R1456,registered,,I-2501,19981214-0051
R1457,registered,,I-4808,19981214-0051
R1458,completed,3,I-4810,19981214-0051
R1459,withdrawn,,I-1029,19981214-0051
R1460,withdrawn,,I-4815,19981214-0051
R1461,withdrawn,,I-1475,19981214-0051
R1462,withdrawn,,I-4823,19981214-0051
R1463,withdrawn,,I-730,19981214-0051
R1464,completed,4,I-4919,19981214-0051
R1465,withdrawn,,I-2699,19970721-0052
R1466,completed,3,I-2183,19970721-0052
R1467,registered,,I-3020,19970721-0052
R1468,not started,,I-4567,19970721-0052
R1469,not started,,I-2492,19970721-0052
R1470,registered,,I-5423,19970721-0052
R1471,not started,,I-2707,19970721-0052
R1472,registered,,I-909,19970721-0052
R1473,not started,,I-1446,19970721-0052
R1474,completed,3,I-2496,19970721-0052
R1475,withdrawn,,I-2812,19970721-0052
R1476,completed,4,I-180,19970721-0052
R1477,not started,,I-2819,19970721-0052
R1478,completed,5,I-1863,19970721-0052
R1479,withdrawn,,I-4332,19951006-0053
R1480,withdrawn,,I-3710,19951006-0053
R1481,registered,,I-4334,19951006-0053
R1482,not started,,I-4033,19951006-0053
R1483,completed,5,I-3609,19951006-0053
R1484,withdrawn,,I-353,19951006-0053
R1485,registered,,I-3001,19951006-0053
R1486,withdrawn,,I-4343,19951006-0053
R1487,registered,,I-4339,19951006-0053
R1488,withdrawn,,I-4341,19951006-0053
R1489,not started,,I-4455,19951006-0053
R1490,withdrawn,,I-3932,19951006-0053
R1491,withdrawn,,I-4457,19951006-0053
R1492,completed,3,I-4984,19951006-0053
R1493,not started,,I-1014,19951006-0053
R1494,not started,,I-4570,19951006-0053
R1495,completed,5,I-1332,19951006-0053
R1496,not started,,I-1128,19951006-0053
R1497,not started,,I-2153,19990720-0054
R1498,registered,,I-2458,19990720-0054
R1499,withdrawn,,I-4654,19990720-0054
R1500,completed,5,I-1100,19990720-0054
R1501,registered,,I-2369,19990720-0054
R1502,completed,5,I-2370,19990720-0054
R1503,completed,5,I-2371,19990720-0054
R1504,not started,,I-1313,19990720-0054
R1505,withdrawn,,I-1942,19971008-0055
R1506,withdrawn,,I-579,19971008-0055
R1507,registered,,I-3708,19971008-0055
R1508,not started,,I-258,19971008-0055
R1509,completed,4,I-1741,19971008-0055
R1510,completed,3,I-2059,19971008-0055
R1511,not started,,I-2062,19971008-0055
R1512,withdrawn,,I-2478,19971008-0055
R1513,completed,4,I-2707,19971008-0055
R1514,registered,,I-2593,19971008-0055
R1515,not started,,I-64,19971008-0055
R1516,not started,,I-2181,19971008-0055
R1517,completed,3,I-4686,19980524-0056
R1518,withdrawn,,I-4688,19980524-0056
R1519,completed,3,I-4690,19980524-0056
R1520,registered,,I-1025,19980524-0056
R1521,withdrawn,,I-4808,19980524-0056
R1522,not started,,I-3750,19980524-0056
R1523,withdrawn,,I-1463,19980524-0056
R1524,withdrawn,,I-1142,19980524-0056
R1525,not started,,I-4918,19980524-0056
R1526,not started,,I-730,19980524-0056
R1527,not started,,I-4922,19980524-0056
R1528,withdrawn,,I-4926,19980524-0056
R1529,withdrawn,,I-5311,19961122-0057
R1530,withdrawn,,I-486,19961122-0057
R1531,not started,,I-1011,19961122-0057
R1532,withdrawn,,I-5421,19961122-0057
R1533,completed,3,I-1131,19961122-0057
R1534,completed,3,I-1133,19961122-0057
R1535,withdrawn,,I-1132,19961122-0057
R1536,registered,,I-1553,19961122-0057
R1537,not started,,I-3643,19961122-0057
R1538,withdrawn,,I-1248,19961122-0057
R1539,registered,,I-1247,19961122-0057
R1540,registered,,I-1245,19961122-0057
R1541,not started,,I-4177,19950522-0058
R1542,completed,5,I-1766,19950522-0058
R1543,completed,4,I-5442,19950522-0058
R1544,withdrawn,,I-4064,19950522-0058
R1545,completed,5,I-1769,19950522-0058
R1546,withdrawn,,I-613,19950522-0058
R1547,withdrawn,,I-2095,19950522-0058
R1548,withdrawn,,I-614,19950522-0058
R1549,not started,,I-1772,19950522-0058
R1550,withdrawn,,I-1771,19950522-0058
R1551,not started,,I-5341,19950522-0058
R1552,registered,,I-1881,19950522-0058
R1553,completed,5,I-2208,19950522-0058
R1554,withdrawn,,I-201,19950522-0058
R1555,completed,5,I-2506,19970711-0059
R1556,completed,5,I-2507,19970711-0059
R1557,completed,4,I-507,19970711-0059
R1558,completed,4,I-1353,19970711-0059
R1559,registered,,I-1579,19970711-0059
R1560,completed,4,I-2619,19970711-0059
R1561,completed,4,I-4492,19970711-0059
R1562,registered,,I-2624,19970711-0059
R1563,withdrawn,,I-1514,19950829-0060
R1564,not started,,I-1515,19950829-0060
R1565,not started,,I-3498,19950829-0060
R1566,completed,3,I-1517,19950829-0060
R1567,not started,,I-3813,19950829-0060
R1568,withdrawn,,I-1626,19950829-0060
R1569,not started,,I-1627,19950829-0060
R1570,completed,4,I-4243,19950829-0060
R1571,not started,,I-1965,19980221-0061
R1572,withdrawn,,I-3828,19980221-0061
R1573,not started,,I-912,19980221-0061
R1574,registered,,I-277,19980221-0061
R1575,completed,3,I-3831,19980221-0061
R1576,completed,5,I-5210,19980221-0061
R1577,completed,4,I-3833,19980221-0061
R1578,registered,,I-708,19980221-0061
R1579,withdrawn,,I-3836,19980221-0061
R1580,registered,,I-3945,19980221-0061
R1581,withdrawn,,I-3946,19980221-0061
R1582,registered,,I-3948,19980221-0061
R1583,registered,,I-3947,19980221-0061
R1584,not started,,I-929,19980221-0061
R1585,completed,3,I-4065,19980221-0061
R1586,withdrawn,,I-1351,19980221-0061
R1587,registered,,I-190,19980221-0061
R1588,completed,5,I-2300,19960928-0062
R1589,withdrawn,,I-3336,19960928-0062
R1590,registered,,I-1354,19960928-0062
R1591,completed,3,I-4591,19960928-0062
R1592,not started,,I-301,19960928-0062
R1593,withdrawn,,I-1777,19960928-0062
R1594,not started,,I-4080,19960928-0062
R1595,completed,4,I-2416,19960928-0062
R1596,completed,3,I-1966,19950319-0063
R1597,withdrawn,,I-3621,19950319-0063
R1598,completed,4,I-5110,19950319-0063
R1599,registered,,I-4156,19950319-0063
R1600,withdrawn,,I-3737,19950319-0063
R1601,registered,,I-3024,19950319-0063
R1602,registered,,I-3741,19950319-0063
R1603,completed,4,I-3739,19950319-0063
R1604,completed,3,I-1468,19970309-0064
R1605,registered,,I-82,19970309-0064
R1606,registered,,I-3960,19970309-0064
R1607,withdrawn,,I-4914,19970309-0064
R1608,registered,,I-83,19970309-0064
R1609,completed,3,I-88,19970309-0064
R1610,not started,,I-87,19970309-0064
R1611,registered,,I-4484,19970309-0064
R1612,completed,4,I-2093,19970309-0064
R1613,withdrawn,,I-197,19970309-0064
R1614,withdrawn,,I-627,19970309-0064
R1615,completed,4,I-4604,19970309-0064
R1616,not started,,I-200,19970309-0064
R1617,completed,3,I-306,19970309-0064
R1618,withdrawn,,I-307,19970309-0064
R1619,not started,,I-2326,19970309-0064
R1620,registered,,I-3463,19970309-0064
R1621,registered,,I-4991,19960315-0065
R1622,registered,,I-4992,19960315-0065
R1623,not started,,I-4994,19960315-0065
R1624,registered,,I-4993,19960315-0065
R1625,completed,4,I-5113,19960315-0065
R1626,withdrawn,,I-5114,19960315-0065
R1627,not started,,I-3226,19960315-0065
R1628,completed,4,I-1241,19960315-0065
R1629,withdrawn,,I-5226,19960315-0065
R1630,registered,,I-5227,19960315-0065
R1631,withdrawn,,I-5021,19960315-0065
R1632,registered,,I-5230,19960315-0065
R1633,not started,,I-3819,19980425-0066
R1634,withdrawn,,I-2387,19980425-0066
R1635,not started,,I-2698,19980425-0066
R1636,registered,,I-3823,19980425-0066
R1637,withdrawn,,I-3933,19980425-0066
R1638,completed,3,I-2921,19980425-0066
R1639,completed,5,I-3938,19980425-0066
R1640,withdrawn,,I-2699,19980425-0066
R1641,registered,,I-1646,19980425-0066
R1642,not started,,I-3944,19980425-0066
R1643,withdrawn,,I-1753,19980425-0066
R1644,completed,4,I-3521,19980425-0066
R1645,registered,,I-3941,19980425-0066
R1646,registered,,I-3942,19980425-0066
R1647,completed,5,I-4052,19980425-0066
R1648,withdrawn,,I-4053,19980425-0066
R1649,not started,,I-1758,19980425-0066
R1650,registered,,I-4061,19980425-0066
R1651,not started,,I-1532,19960924-0067
R1652,registered,,I-3416,19960924-0067
R1653,registered,,I-1535,19960924-0067
R1654,registered,,I-581,19960924-0067
R1655,completed,5,I-1642,19960924-0067
R1656,not started,,I-4576,19960924-0067
R1657,registered,,I-1648,19960924-0067
R1658,completed,3,I-1650,19960924-0067
R1659,registered,,I-1329,19951121-0068
R1660,not started,,I-1330,19951121-0068
R1661,withdrawn,,I-4569,19951121-0068
R1662,completed,3,I-808,19951121-0068
R1663,completed,3,I-1333,19951121-0068
R1664,withdrawn,,I-1335,19951121-0068
R1665,withdrawn,,I-1336,19951121-0068
R1666,not started,,I-1338,19951121-0068
R1667,not started,,I-1334,19951121-0068
R1668,withdrawn,,I-1452,19951121-0068
R1669,completed,3,I-1453,19951121-0068
R1670,withdrawn,,I-1455,19951121-0068
R1671,not started,,I-4690,19951121-0068
R1672,withdrawn,,I-4367,19980719-0069
R1673,not started,,I-4164,19980719-0069
R1674,not started,,I-606,19980719-0069
R1675,not started,,I-75,19980719-0069
R1676,completed,4,I-3745,19980719-0069
R1677,withdrawn,,I-4171,19980719-0069
R1678,completed,5,I-4797,19980719-0069
R1679,withdrawn,,I-2184,19980719-0069
R1680,completed,5,I-3646,19980719-0069
R1681,completed,3,I-2723,19980719-0069
R1682,not started,,I-4278,19980719-0069
R1683,registered,,I-3443,19980719-0069
R1684,withdrawn,,I-3819,19950124-0070
R1685,withdrawn,,I-2698,19950124-0070
R1686,completed,4,I-2387,19950124-0070
R1687,completed,4,I-1325,19950124-0070
R1688,registered,,I-2809,19950124-0070
R1689,not started,,I-71,19950124-0070
R1690,registered,,I-3938,19950124-0070
R1691,not started,,I-3937,19950124-0070
R1692,completed,4,I-1646,19950124-0070
R1693,completed,4,I-2069,19950124-0070
R1694,registered,,I-3944,19950124-0070
R1695,not started,,I-3521,19950124-0070
R1696,not started,,I-3939,19950124-0070
R1697,completed,4,I-3943,19950124-0070
R1698,withdrawn,,I-4052,19950124-0070
R1699,not started,,I-4053,19950124-0070
R1700,completed,4,I-4054,19950124-0070
R1701,withdrawn,,I-1343,19950124-0070
R1702,completed,4,I-1008,19990301-0071
R1703,not started,,I-3825,19990301-0071
R1704,not started,,I-2905,19990301-0071
R1705,completed,5,I-2692,19990301-0071
R1706,withdrawn,,I-1331,19990301-0071
R1707,completed,3,I-3015,19990301-0071
R1708,completed,5,I-2393,19990301-0071
R1709,withdrawn,,I-5000,19990301-0071
R1710,withdrawn,,I-3087,19990313-0072
R1711,completed,4,I-1521,19990313-0072
R1712,not started,,I-3089,19990313-0072
R1713,registered,,I-784,19990313-0072
R1714,not started,,I-1629,19990313-0072
R1715,completed,4,I-3197,19990313-0072
R1716,completed,3,I-3199,19990313-0072
R1717,not started,,I-3202,19990313-0072
R1718,completed,3,I-3304,19990313-0072
R1719,withdrawn,,I-3306,19990313-0072
R1720,completed,5,I-3309,19990313-0072
R1721,not started,,I-1737,19990313-0072
R1722,completed,4,I-42,19990702-0073
R1723,registered,,I-2667,19990702-0073
R1724,registered,,I-2464,19990702-0073
R1725,not started,,I-1414,19990702-0073
R1726,registered,,I-2785,19990702-0073
R1727,registered,,I-3917,19990702-0073
R1728,completed,5,I-2787,19990702-0073
R1729,withdrawn,,I-2788,19990702-0073
R1730,withdrawn,,I-3724,19950309-0074
R1731,not started,,I-3109,19950309-0074
R1732,registered,,I-5093,19950309-0074
R1733,not started,,I-4042,19950309-0074
R1734,completed,3,I-2592,19950309-0074
R1735,registered,,I-1853,19950309-0074
R1736,not started,,I-1856,19950309-0074
R1737,withdrawn,,I-4358,19950309-0074
R1738,not started,,I-709,19990711-0075
R1739,completed,3,I-711,19990711-0075
R1740,registered,,I-611,19990711-0075
R1741,not started,,I-4269,19990711-0075
R1742,not started,,I-4380,19990711-0075
R1743,registered,,I-295,19990711-0075
R1744,completed,3,I-934,19990711-0075
R1745,completed,3,I-2618,19990711-0075
R1746,registered,,I-936,19990711-0075
R1747,not started,,I-937,19990711-0075
R1748,not started,,I-926,19961023-0076
R1749,registered,,I-2301,19961023-0076
R1750,not started,,I-3445,19961023-0076
R1751,completed,4,I-2724,19961023-0076
R1752,not started,,I-301,19961023-0076
R1753,registered,,I-3755,19961023-0076
R1754,completed,3,I-2416,19961023-0076
R1755,not started,,I-2415,19961023-0076
R1756,completed,3,I-1129,19981204-0077
R1757,registered,,I-65,19981204-0077
R1758,withdrawn,,I-5214,19981204-0077
R1759,registered,,I-4157,19981204-0077
R1760,withdrawn,,I-179,19981204-0077
R1761,withdrawn,,I-3433,19981204-0077
R1762,not started,,I-4365,19981204-0077
R1763,completed,5,I-1971,19981204-0077
R1764,registered,,I-291,19981204-0077
R1765,completed,4,I-293,19981204-0077
R1766,registered,,I-4596,19981204-0077
R1767,registered,,I-5330,19981204-0077
R1768,registered,,I-567,19960414-0078
R1769,not started,,I-3294,19960414-0078
R1770,withdrawn,,I-2254,19960414-0078
R1771,not started,,I-4022,19960414-0078
R1772,registered,,I-894,19960414-0078
R1773,withdrawn,,I-2370,19960414-0078
R1774,completed,4,I-2371,19960414-0078
R1775,not started,,I-1313,19960414-0078
R1776,completed,5,I-1117,19950404-0079
R1777,registered,,I-805,19950404-0079
R1778,withdrawn,,I-2274,19950404-0079
R1779,registered,,I-1435,19950404-0079
R1780,registered,,I-2277,19950404-0079
R1781,withdrawn,,I-2276,19950404-0079
R1782,registered,,I-1328,19950404-0079
R1783,completed,4,I-3308,19950404-0079
R1784,withdrawn,,I-694,19950404-0079
R1785,registered,,I-1739,19950404-0079
R1786,not started,,I-2388,19950404-0079
R1787,completed,3,I-1756,19950404-0079
R1788,completed,5,I-2389,19950404-0079
R1789,withdrawn,,I-2395,19950404-0079
R1790,not started,,I-2903,19950321-0080
R1791,registered,,I-2904,19950321-0080
R1792,not started,,I-2906,19950321-0080
R1793,completed,3,I-2905,19950321-0080
R1794,completed,3,I-808,19950321-0080
R1795,withdrawn,,I-4260,19950321-0080
R1796,registered,,I-3018,19950321-0080
R1797,registered,,I-3017,19950321-0080
R1798,not started,,I-4700,19970428-0081
R1799,completed,4,I-2516,19970428-0081
R1800,not started,,I-3852,19970428-0081
R1801,registered,,I-3850,19970428-0081
R1802,not started,,I-5028,19970428-0081
R1803,not started,,I-3859,19970428-0081
R1804,registered,,I-4816,19970428-0081
R1805,withdrawn,,I-4284,19970428-0081
R1806,completed,4,I-4081,19970428-0081
R1807,withdrawn,,I-3148,19970428-0081
R1808,completed,4,I-2320,19970428-0081
R1809,withdrawn,,I-4085,19970428-0081
R1810,withdrawn,,I-983,19980418-0082
R1811,withdrawn,,I-984,19980418-0082
R1812,withdrawn,,I-4127,19980418-0082
R1813,withdrawn,,I-3392,19980418-0082
R1814,registered,,I-986,19980418-0082
R1815,registered,,I-5291,19980418-0082
R1816,withdrawn,,I-1824,19980418-0082
R1817,not started,,I-990,19980418-0082
R1818,not started,,I-1102,19980418-0082
R1819,completed,3,I-1108,19980418-0082
R1820,registered,,I-2158,19980418-0082
R1821,registered,,I-467,19980418-0082
R1822,registered,,I-1107,19980418-0082
R1823,completed,4,I-1106,19980418-0082
R1824,withdrawn,,I-1638,19980418-0082
R1825,completed,5,I-4145,19980418-0082
R1826,completed,3,I-2482,19980418-0082
R1827,completed,3,I-3205,19980418-0082
R1828,completed,3,I-1218,19980418-0082
R1829,registered,,I-802,19980418-0082
R1830,completed,4,I-1223,19980418-0082
R1831,not started,,I-1225,19980418-0082
R1832,completed,5,I-1227,19980418-0082
R1833,registered,,I-4987,19980418-0082
R1834,not started,,I-3502,19970820-0083
R1835,completed,5,I-4454,19970820-0083
R1836,withdrawn,,I-1530,19970820-0083
R1837,registered,,I-1735,19970820-0083
R1838,not started,,I-2678,19970820-0083
R1839,registered,,I-4134,19970820-0083
R1840,withdrawn,,I-5197,19970820-0083
R1841,registered,,I-3203,19970820-0083
R1842,not started,,I-3105,19970820-0083
R1843,registered,,I-2682,19970820-0083
R1844,not started,,I-2794,19970820-0083
R1845,registered,,I-4346,19970820-0083
R1846,withdrawn,,I-2797,19970820-0083
R1847,not started,,I-4351,19970820-0083
R1848,registered,,I-2800,19970820-0083
R1849,completed,3,I-1551,19950907-0084
R1850,withdrawn,,I-1552,19950907-0084
R1851,not started,,I-1137,19950907-0084
R1852,registered,,I-1554,19950907-0084
R1853,not started,,I-1660,19950907-0084
R1854,withdrawn,,I-1661,19950907-0084
R1855,completed,3,I-1664,19950907-0084
R1856,registered,,I-4594,19950907-0084
R1857,withdrawn,,I-4124,19950703-0085
R1858,not started,,I-2565,19950703-0085
R1859,withdrawn,,I-4130,19950703-0085
R1860,completed,5,I-3802,19950703-0085
R1861,withdrawn,,I-254,19950703-0085
R1862,not started,,I-4238,19950703-0085
R1863,withdrawn,,I-5084,19950703-0085
R1864,withdrawn,,I-4450,19950703-0085
R1865,withdrawn,,I-1035,19961124-0086
R1866,not started,,I-4702,19961124-0086
R1867,completed,3,I-1036,19961124-0086
R1868,withdrawn,,I-3540,19961124-0086
R1869,completed,5,I-3147,19961124-0086
R1870,withdrawn,,I-2101,19961124-0086
R1871,completed,5,I-3345,19961124-0086
R1872,not started,,I-2105,19961124-0086
R1873,completed,3,I-2213,19961124-0086
R1874,completed,4,I-3466,19961124-0086
R1875,withdrawn,,I-2217,19961124-0086
R1876,not started,,I-4609,19961124-0086
R1877,registered,,I-377,19980805-0087
R1878,not started,,I-485,19980805-0087
R1879,not started,,I-4355,19980805-0087
R1880,withdrawn,,I-4356,19980805-0087
R1881,not started,,I-4357,19980805-0087
R1882,not started,,I-4358,19980805-0087
R1883,withdrawn,,I-4362,19980805-0087
R1884,withdrawn,,I-4895,19980805-0087
R1885,not started,,I-3019,19980805-0087
R1886,withdrawn,,I-4359,19980805-0087
R1887,completed,3,I-4807,19980805-0087
R1888,not started,,I-5321,19980805-0087
R1889,withdrawn,,I-4477,19980805-0087
R1890,registered,,I-3631,19980805-0087
R1891,completed,4,I-4589,19980805-0087
R1892,withdrawn,,I-4275,19980805-0087
R1893,not started,,I-4592,19980805-0087
R1894,completed,3,I-2094,19980805-0087
R1895,not started,,I-1528,19970721-0088
R1896,completed,4,I-891,19970721-0088
R1897,registered,,I-2681,19970721-0088
R1898,withdrawn,,I-4135,19970721-0088
R1899,registered,,I-4246,19970721-0088
R1900,withdrawn,,I-4247,19970721-0088
R1901,withdrawn,,I-4249,19970721-0088
R1902,not started,,I-5413,19970721-0088
R1903,completed,5,I-4437,19970904-0089
R1904,completed,4,I-344,19970904-0089
R1905,withdrawn,,I-346,19970904-0089
R1906,registered,,I-4132,19970904-0089
R1907,registered,,I-351,19970904-0089
R1908,not started,,I-2777,19970904-0089
R1909,completed,5,I-674,19970904-0089
R1910,withdrawn,,I-140,19970904-0089
R1911,withdrawn,,I-345,19970904-0089
R1912,registered,,I-349,19970904-0089
R1913,completed,4,I-148,19970904-0089
R1914,completed,4,I-461,19970904-0089
R1915,withdrawn,,I-463,19970904-0089
R1916,completed,3,I-469,19970904-0089
R1917,registered,,I-1540,19970904-0089
R1918,completed,5,I-4989,19970904-0089
R1919,registered,,I-264,19970904-0089
R1920,not started,,I-803,19970904-0089
R1921,registered,,I-1319,19960609-0090
R1922,withdrawn,,I-4348,19960609-0090
R1923,not started,,I-4881,19960609-0090
R1924,completed,3,I-1327,19960609-0090
R1925,completed,3,I-1440,19960609-0090
R1926,not started,,I-1441,19960609-0090
R1927,not started,,I-1443,19960609-0090
R1928,registered,,I-1123,19960609-0090
R1929,registered,,I-807,19960609-0090
R1930,completed,5,I-1451,19960609-0090
R1931,not started,,I-4885,19960609-0090
R1932,withdrawn,,I-4568,19960609-0090
R1933,completed,3,I-2705,19960609-0090
R1934,completed,4,I-1450,19960609-0090
R1935,completed,5,I-4991,19990918-0091
R1936,completed,3,I-4994,19990918-0091
R1937,registered,,I-4361,19990918-0091
R1938,not started,,I-4996,19990918-0091
R1939,registered,,I-5113,19990918-0091
R1940,completed,3,I-3844,19990918-0091
R1941,not started,,I-3226,19990918-0091
R1942,withdrawn,,I-5116,19990918-0091
R1943,not started,,I-1030,19990918-0091
R1944,registered,,I-1032,19990918-0091
R1945,completed,5,I-5228,19990918-0091
R1946,withdrawn,,I-1773,19990918-0091
R1947,withdrawn,,I-362,19980925-0092
R1948,not started,,I-5293,19980925-0092
R1949,withdrawn,,I-5294,19980925-0092
R1950,completed,5,I-5295,19980925-0092
R1951,registered,,I-3212,19980925-0092
R1952,withdrawn,,I-4251,19980925-0092
R1953,completed,5,I-1224,19980925-0092
R1954,completed,5,I-5414,19980925-0092
R1955,registered,,I-1034,19960227-0093
R1956,registered,,I-5229,19960227-0093
R1957,registered,,I-2201,19960227-0093
R1958,withdrawn,,I-4696,19960227-0093
R1959,withdrawn,,I-4492,19960227-0093
R1960,not started,,I-513,19960227-0093
R1961,withdrawn,,I-4498,19960227-0093
R1962,completed,5,I-4497,19960227-0093
R1963,registered,,I-4608,19960227-0093
R1964,completed,5,I-208,19960227-0093
R1965,registered,,I-2635,19960227-0093
R1966,registered,,I-4617,19960227-0093
R1967,not started,,I-993,19990531-0094
R1968,not started,,I-4981,19990531-0094
R1969,registered,,I-3814,19990531-0094
R1970,withdrawn,,I-1837,19990531-0094
R1971,completed,4,I-3923,19990531-0094
R1972,not started,,I-2278,19990531-0094
R1973,not started,,I-476,19990531-0094
R1974,not started,,I-3927,19990531-0094
R1975,withdrawn,,I-4043,19990531-0094
R1976,not started,,I-5211,19990531-0094
R1977,registered,,I-4047,19990531-0094
R1978,completed,5,I-4793,19990531-0094
R1979,completed,5,I-4045,19990531-0094
R1980,not started,,I-4049,19990531-0094
R1981,completed,5,I-4050,19990531-0094
R1982,not started,,I-4048,19990531-0094
R1983,registered,,I-175,19970408-0095
R1984,not started,,I-374,19970408-0095
R1985,withdrawn,,I-375,19970408-0095
R1986,registered,,I-376,19970408-0095
R1987,withdrawn,,I-383,19970408-0095
R1988,withdrawn,,I-494,19970408-0095
R1989,completed,5,I-495,19970408-0095
R1990,not started,,I-496,19970408-0095
R1991,registered,,I-3962,19970408-0095
R1992,not started,,I-833,19970408-0095
R1993,withdrawn,,I-720,19970408-0095
R1994,registered,,I-3132,19970408-0095
R1995,withdrawn,,I-2284,19990427-0096
R1996,not started,,I-2285,19990427-0096
R1997,withdrawn,,I-2287,19990427-0096
R1998,registered,,I-2286,19990427-0096
R1999,completed,5,I-2396,19990427-0096
R2000,registered,,I-286,19990427-0096
R2001,not started,,I-2398,19990427-0096
R2002,completed,5,I-2403,19990427-0096
R2003,withdrawn,,I-4682,19990518-0097
R2004,registered,,I-5309,19990518-0097
R2005,withdrawn,,I-5310,19990518-0097
R2006,not started,,I-5312,19990518-0097
R2007,withdrawn,,I-5311,19990518-0097
R2008,registered,,I-1556,19990518-0097
R2009,registered,,I-918,19990518-0097
R2010,completed,5,I-1862,19990518-0097
R2011,not started,,I-5431,19990518-0097
R2012,registered,,I-3911,19960704-0098
R2013,registered,,I-33,19960704-0098
R2014,completed,4,I-36,19960704-0098
R2015,completed,3,I-4329,19960704-0098
R2016,completed,4,I-460,19960704-0098
R2017,not started,,I-149,19960704-0098
R2018,not started,,I-3817,19960704-0098
R2019,withdrawn,,I-151,19960704-0098
R2020,not started,,I-2165,19960704-0098
R2021,not started,,I-152,19960704-0098
R2022,withdrawn,,I-159,19960704-0098
R2023,completed,4,I-1214,19960704-0098
R2024,registered,,I-3103,19960704-0098
R2025,registered,,I-157,19960704-0098
R2026,registered,,I-262,19960704-0098
R2027,completed,5,I-264,19960704-0098
R2028,withdrawn,,I-265,19960704-0098
R2029,completed,4,I-2481,19960704-0098
R2030,not started,,I-1329,19960621-0099
R2031,completed,3,I-1330,19960621-0099
R2032,registered,,I-1331,19960621-0099
R2033,not started,,I-1332,19960621-0099
R2034,completed,3,I-4791,19960621-0099
R2035,withdrawn,,I-1334,19960621-0099
R2036,registered,,I-1335,19960621-0099
R2037,completed,5,I-1338,19960621-0099
R2038,withdrawn,,I-5000,19960621-0099
R2039,not started,,I-1452,19960621-0099
R2040,withdrawn,,I-1453,19960621-0099
R2041,registered,,I-1454,19960621-0099
R2042,registered,,I-1456,19960621-0099
R2043,completed,3,I-1616,19980203-0100
R2044,registered,,I-5286,19980203-0100
R2045,withdrawn,,I-4235,19980203-0100
R2046,completed,5,I-5290,19980203-0100
R2047,not started,,I-5400,19980203-0100
R2048,registered,,I-5401,19980203-0100
R2049,completed,4,I-2474,19980203-0100
R2050,not started,,I-4139,19980203-0100
R2051,withdrawn,,I-3317,19960101-0101
R2052,completed,5,I-2488,19960101-0101
R2053,registered,,I-5426,19960101-0101
R2054,withdrawn,,I-2490,19960101-0101
R2055,completed,3,I-2602,19960101-0101
R2056,completed,5,I-1240,19960101-0101
