InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-2881,3,2015-2016,50,260,360,1047,19560705-0025
I-2882,3,2015-2016,60,260,240,1041,19611219-0014
I-2883,4,2016-2017,50,260,420,1107,19650303-0019
I-2884,1,2016-2017,40,240,280,1225,19570615-0011
I-2885,3,2016-2017,40,240,200,1008,19690408-0009
I-2886,2,2016-2017,40,280,240,1245,19660630-0020
I-2887,2,2016-2017,60,240,360,1136,19600905-0003
I-2888,1,2016-2017,40,280,280,1112,19650303-0019
I-2889,1,2016-2017,40,240,200,1052,19640220-0029
I-2890,4,2016-2017,50,280,280,1048,19601021-0018
I-2891,3,2016-2017,40,280,420,1033,19610918-0027
I-2892,1,2017-2018,50,240,240,1120,19690408-0009
I-2893,4,2017-2018,60,260,240,1008,19610620-0006
I-2894,4,2017-2018,50,280,280,1273,19590129-0004
I-2895,4,2017-2018,20,260,300,1196,19601021-0018
I-2896,1,2017-2018,50,280,240,1075,19580218-0007
I-2897,1,2017-2018,50,240,240,1073,19660630-0020
I-2898,4,2017-2018,50,240,280,1291,19570828-0008
I-2899,3,2017-2018,40,240,300,1265,19620424-0026
I-2900,2,2017-2018,60,260,240,1252,19660630-0020
I-2901,1,2017-2018,60,240,240,1218,19680712-0028
I-2902,1,2017-2018,50,240,240,1154,19660630-0020
I-2903,2,2018-2019,50,240,240,1005,19690513-0015
I-2904,2,2018-2019,40,280,200,1190,19660630-0020
I-2905,3,2018-2019,60,280,240,1111,19590129-0004
I-2906,1,2018-2019,50,280,200,1022,19650303-0019
I-2907,3,2018-2019,20,260,360,1201,19690408-0009
I-2908,1,2018-2019,60,240,360,1164,19620522-0023
I-2909,3,2018-2019,40,280,360,1140,19560812-0016
I-2910,1,2018-2019,60,240,360,1129,19600814-0002
I-2911,2,2018-2019,20,260,420,1121,19600814-0002
I-2912,4,2019-2020,50,260,200,1185,19580515-0017
I-2913,3,2019-2020,60,260,300,1290,19590129-0004
I-2914,1,2019-2020,50,260,280,1197,19680712-0028
I-2915,4,2019-2020,40,260,420,1067,19650303-0019
I-2916,3,2019-2020,20,240,420,1005,19680712-0028
I-2917,2,2019-2020,20,240,300,1279,19580515-0017
I-2918,2,2019-2020,60,280,300,1276,19580515-0017
I-2919,4,2019-2020,20,240,280,1191,19690513-0015
I-2920,2,2019-2020,60,260,200,1136,19570828-0008
I-2921,4,2019-2020,20,240,200,1135,19630126-0001
I-2922,2,2019-2020,60,240,360,1055,19600529-0021
I-2923,1,2020-2021,20,240,300,1283,19560705-0025
I-2924,4,2020-2021,40,280,200,1290,19690408-0009
I-2925,4,2020-2021,20,240,240,1249,19660630-0020
I-2926,4,2020-2021,40,280,280,1297,19580515-0017
I-2927,2,2020-2021,60,280,360,1145,19680712-0028
I-2928,3,2020-2021,20,260,420,1092,19610620-0006
I-2929,2,2020-2021,50,280,300,1014,19660630-0020
I-2930,2,2021-2022,40,280,200,1082,19630126-0001
I-2931,1,2021-2022,60,260,300,1112,19610918-0027
I-2932,4,2021-2022,50,260,360,1079,19560705-0025
I-2933,1,2021-2022,20,240,200,1230,19620424-0026
I-2934,4,2021-2022,20,260,200,1218,19680712-0028
I-2935,3,2021-2022,50,260,420,1166,19600529-0021
I-2936,2,2021-2022,20,240,280,1104,19680712-0028
I-2937,3,2021-2022,20,240,420,1013,19570826-0012
I-2938,1,2022-2023,50,280,300,1244,19640414-0013
I-2939,2,2022-2023,40,260,200,1245,19600905-0003
I-2940,1,2022-2023,60,260,300,1214,19570828-0008
I-2941,1,2022-2023,60,240,200,1265,19561222-0030
I-2942,3,2022-2023,20,240,200,1183,19580218-0007
I-2943,4,2022-2023,50,280,300,1126,19600529-0021
I-2944,1,2022-2023,40,280,200,1066,19561222-0030
I-2945,4,2022-2023,50,260,200,1051,19610623-0005
I-2946,2,2022-2023,20,240,300,1018,19600814-0002
I-2947,4,2023-2024,50,280,200,1169,19620424-0026
I-2948,3,2023-2024,50,260,200,1159,19650303-0019
I-2949,2,2023-2024,60,280,280,1184,19640220-0029
I-2950,4,2023-2024,60,280,280,1133,19601021-0018
I-2951,2,2023-2024,60,260,360,1241,19570615-0011
I-2952,4,2023-2024,20,260,360,1215,19690917-0022
I-2953,4,2023-2024,40,260,300,1197,19611219-0014
I-2954,2,2023-2024,40,260,420,1011,19580515-0017
I-2955,2,2013-2014,40,280,200,1240,19680712-0028
I-2956,1,2013-2014,60,280,420,1176,19610623-0005
I-2957,3,2013-2014,50,280,420,1298,19650303-0019
I-2958,2,2013-2014,20,260,200,1247,19611219-0014
I-2959,4,2013-2014,40,280,280,1228,19690917-0022
I-2960,4,2013-2014,40,240,300,1026,19560612-0010
I-2961,3,2013-2014,50,260,300,1218,19630126-0001
I-2962,2,2013-2014,60,260,360,1128,19561222-0030
I-2963,4,2013-2014,40,240,200,1087,19690408-0009
I-2964,2,2013-2014,40,260,420,1074,19561222-0030
I-2965,4,2013-2014,20,260,200,1064,19580218-0007
I-2966,4,2013-2014,60,240,300,1029,19600905-0003
I-2967,2,2014-2015,20,280,420,1228,19640220-0029
I-2968,3,2014-2015,60,280,200,1286,19561222-0030
I-2969,4,2014-2015,50,240,280,1168,19690408-0009
I-2970,4,2014-2015,20,280,360,1156,19601021-0018
I-2971,3,2014-2015,20,260,360,1078,19610918-0027
I-2972,2,2014-2015,20,280,360,1257,19570828-0008
I-2973,1,2014-2015,40,240,240,1010,19570826-0012
I-2974,2,2014-2015,50,280,200,1009,19610620-0006
I-2975,3,2014-2015,40,240,300,1007,19570828-0008
I-2976,4,2015-2016,40,280,240,1279,19620522-0023
I-2977,2,2015-2016,20,260,300,1224,19690513-0015
I-2978,2,2015-2016,40,280,240,1116,19560812-0016
I-2979,1,2015-2016,40,280,280,1086,19611219-0014
I-2980,4,2015-2016,40,240,280,1023,19601021-0018
I-2981,4,2015-2016,20,240,360,1234,19620831-0024
I-2982,2,2015-2016,60,260,280,1151,19600529-0021
I-2983,4,2015-2016,50,260,240,1128,19611219-0014
I-2984,4,2015-2016,50,240,360,1030,19620831-0024
I-2985,1,2015-2016,40,240,280,1009,19610918-0027
I-2986,3,2016-2017,20,240,420,1248,19620522-0023
I-2987,3,2016-2017,50,280,300,1208,19690513-0015
I-2988,1,2016-2017,20,260,360,1159,19590129-0004
I-2989,2,2016-2017,20,240,280,1080,19561222-0030
I-2990,3,2016-2017,50,240,300,1179,19560612-0010
I-2991,4,2016-2017,60,240,420,1148,19580515-0017
I-2992,4,2016-2017,50,240,200,1132,19620424-0026
I-2993,3,2016-2017,50,260,300,1085,19610623-0005
I-2994,1,2016-2017,50,260,300,1053,19690917-0022
I-2995,3,2016-2017,50,260,280,1036,19600814-0002
I-2996,3,2017-2018,40,260,300,1260,19570826-0012
I-2997,2,2017-2018,20,280,280,1060,19560705-0025
I-2998,3,2017-2018,40,280,420,1218,19620831-0024
I-2999,1,2017-2018,50,260,420,1165,19561222-0030
I-3000,2,2017-2018,60,280,200,1011,19620522-0023
I-3001,2,2017-2018,50,280,200,1216,19600814-0002
I-3002,3,2017-2018,40,240,300,1120,19610620-0006
I-3003,4,2017-2018,50,240,300,1049,19620831-0024
I-3004,4,2017-2018,40,240,300,1036,19690513-0015
I-3005,1,2018-2019,60,280,280,1286,19570826-0012
I-3006,2,2018-2019,50,280,360,1274,19610918-0027
I-3007,1,2018-2019,40,260,300,1222,19610918-0027
I-3008,3,2018-2019,20,260,360,1206,19620424-0026
I-3009,4,2018-2019,60,260,240,1058,19611219-0014
I-3010,3,2018-2019,20,260,420,1248,19660630-0020
I-3011,4,2018-2019,60,240,420,1219,19690917-0022
I-3012,1,2018-2019,50,260,360,1098,19660630-0020
I-3013,4,2018-2019,50,260,240,1049,19561222-0030
I-3014,3,2019-2020,20,260,300,1285,19570615-0011
I-3015,2,2019-2020,40,260,360,1252,19610620-0006
I-3016,2,2019-2020,60,240,300,1104,19610623-0005
I-3017,2,2019-2020,20,260,200,1282,19610623-0005
I-3018,3,2019-2020,60,240,420,1235,19611219-0014
I-3019,3,2019-2020,50,280,300,1215,19560705-0025
I-3020,4,2019-2020,20,260,280,1107,19680712-0028
I-3021,3,2019-2020,50,240,280,1084,19630126-0001
I-3022,2,2019-2020,40,260,420,1045,19560612-0010
I-3023,4,2020-2021,60,280,360,1297,19610918-0027
I-3024,1,2020-2021,50,280,360,1171,19610918-0027
I-3025,1,2020-2021,20,280,360,1100,19690513-0015
I-3026,4,2020-2021,50,260,280,1005,19611219-0014
I-3027,1,2020-2021,20,280,240,1272,19690917-0022
I-3028,4,2020-2021,50,280,300,1263,19630126-0001
I-3029,2,2020-2021,20,240,240,1207,19570826-0012
I-3030,3,2020-2021,50,260,240,1175,19610623-0005
I-3031,1,2020-2021,40,260,360,1156,19650303-0019
I-3032,2,2021-2022,60,280,360,1204,19610623-0005
I-3033,4,2021-2022,20,280,360,1109,19630126-0001
I-3034,4,2021-2022,50,260,300,1223,19610623-0005
I-3035,3,2021-2022,40,280,280,1179,19660630-0020
I-3036,2,2021-2022,20,240,420,1152,19600529-0021
I-3037,4,2021-2022,60,280,200,1157,19570615-0011
I-3038,1,2021-2022,60,240,240,1140,19610620-0006
I-3039,4,2021-2022,20,280,280,1064,19580218-0007
I-3040,1,2021-2022,20,240,240,1056,19660630-0020
I-3041,1,2021-2022,60,240,200,1014,19570828-0008
I-3042,1,2022-2023,20,240,240,1090,19600814-0002
I-3043,4,2022-2023,50,260,360,1213,19590129-0004
I-3044,2,2022-2023,50,260,300,1155,19620424-0026
I-3045,2,2022-2023,60,240,240,1112,19570828-0008
I-3046,4,2022-2023,60,280,240,1037,19560612-0010
I-3047,4,2022-2023,20,240,280,1227,19600529-0021
I-3048,2,2022-2023,50,280,280,1118,19601021-0018
I-3049,3,2022-2023,20,260,200,1038,19690408-0009
I-3050,4,2022-2023,50,280,420,1033,19570615-0011
I-3051,2,2023-2024,40,240,420,1122,19560812-0016
I-3052,4,2023-2024,40,260,240,1273,19600905-0003
I-3053,4,2023-2024,50,240,360,1126,19600905-0003
I-3054,4,2023-2024,20,260,200,1115,19560612-0010
I-3055,4,2023-2024,40,260,420,1134,19580218-0007
I-3056,4,2023-2024,50,240,360,1082,19630126-0001
I-3057,4,2023-2024,50,280,280,1068,19580515-0017
I-3058,1,2023-2024,40,240,300,1052,19600905-0003
I-3059,4,2013-2014,50,260,300,1184,19580218-0007
I-3060,3,2013-2014,40,240,200,1119,19640414-0013
I-3061,3,2013-2014,20,240,280,1246,19590129-0004
I-3062,2,2013-2014,60,240,240,1192,19640414-0013
I-3063,2,2013-2014,40,240,420,1180,19610623-0005
I-3064,2,2013-2014,40,240,300,1177,19660630-0020
I-3065,2,2013-2014,20,240,360,1252,19650303-0019
I-3066,1,2013-2014,60,280,280,1220,19690408-0009
I-3067,4,2013-2014,60,240,360,1175,19640414-0013
I-3068,1,2013-2014,40,260,420,1080,19560612-0010
I-3069,1,2013-2014,40,280,360,1077,19580218-0007
I-3070,4,2014-2015,60,260,300,1284,19590129-0004
I-3071,4,2014-2015,60,240,280,1213,19560705-0025
I-3072,2,2014-2015,20,260,280,1122,19580515-0017
I-3073,4,2014-2015,50,280,300,1052,19690408-0009
I-3074,3,2014-2015,20,280,420,1207,19560612-0010
I-3075,2,2014-2015,50,260,280,1197,19610918-0027
I-3076,4,2014-2015,60,260,280,1167,19660630-0020
I-3077,2,2014-2015,20,260,300,1154,19570828-0008
I-3078,4,2014-2015,40,240,240,1128,19570828-0008
I-3079,4,2015-2016,40,240,280,1145,19601021-0018
I-3080,3,2015-2016,40,280,240,1061,19570826-0012
I-3081,1,2015-2016,20,260,240,1147,19590129-0004
I-3082,4,2015-2016,50,240,200,1128,19560812-0016
I-3083,2,2015-2016,20,240,240,1207,19630126-0001
I-3084,4,2015-2016,40,240,360,1188,19600529-0021
I-3085,1,2015-2016,50,260,200,1120,19580515-0017
I-3086,2,2015-2016,40,240,200,1103,19601021-0018
I-3087,1,2016-2017,40,280,240,1229,19650303-0019
I-3088,1,2016-2017,20,260,240,1036,19570615-0011
I-3089,4,2016-2017,50,280,200,1203,19620831-0024
I-3090,3,2016-2017,40,260,300,1095,19601021-0018
I-3091,3,2016-2017,50,260,360,1265,19611219-0014
I-3092,1,2016-2017,50,240,200,1165,19620522-0023
I-3093,1,2016-2017,40,260,240,1125,19640220-0029
I-3094,1,2016-2017,60,260,300,1052,19561222-0030
I-3095,2,2016-2017,60,260,360,1022,19660630-0020
I-3096,2,2016-2017,40,240,240,1003,19610918-0027
I-3097,1,2017-2018,50,260,200,1011,19690408-0009
I-3098,3,2017-2018,50,240,420,1172,19690408-0009
I-3099,1,2017-2018,60,240,420,1095,19611219-0014
I-3100,4,2017-2018,50,240,360,1277,19580218-0007
I-3101,2,2017-2018,60,240,300,1188,19580218-0007
I-3102,4,2017-2018,20,260,300,1126,19680712-0028
I-3103,3,2017-2018,20,240,420,1066,19620522-0023
I-3104,1,2017-2018,40,260,360,1042,19610623-0005
I-3105,2,2017-2018,60,240,360,1006,19680712-0028
I-3106,2,2018-2019,50,240,200,1178,19620522-0023
I-3107,4,2018-2019,40,240,360,1144,19620522-0023
I-3108,1,2018-2019,50,280,360,1283,19601021-0018
I-3109,2,2018-2019,50,240,240,1191,19640220-0029
I-3110,2,2018-2019,40,280,200,1288,19611219-0014
I-3111,3,2018-2019,60,280,240,1242,19580218-0007
I-3112,3,2018-2019,50,240,240,1231,19600814-0002
I-3113,1,2018-2019,20,280,280,1183,19600905-0003
I-3114,4,2018-2019,50,240,360,1161,19630126-0001
I-3115,3,2018-2019,50,260,200,1114,19580218-0007
I-3116,4,2019-2020,20,280,300,1119,19570826-0012
I-3117,1,2019-2020,40,260,200,1299,19600905-0003
I-3118,3,2019-2020,20,260,280,1067,19570826-0012
I-3119,3,2019-2020,20,280,200,1279,19580218-0007
I-3120,1,2019-2020,50,240,420,1244,19600905-0003
I-3121,4,2019-2020,40,240,240,1149,19560705-0025
I-3122,3,2019-2020,60,240,200,1010,19620831-0024
I-3123,2,2020-2021,50,240,240,1221,19600529-0021
I-3124,4,2020-2021,50,260,420,1197,19620522-0023
I-3125,3,2020-2021,60,280,240,1038,19570826-0012
I-3126,3,2020-2021,40,260,300,1285,19570826-0012
I-3127,3,2020-2021,60,260,280,1243,19580515-0017
I-3128,2,2020-2021,20,260,360,1179,19560612-0010
I-3129,1,2020-2021,50,260,420,1029,19600905-0003
I-3130,1,2020-2021,50,260,240,1021,19690917-0022
I-3131,4,2021-2022,60,280,280,1246,19580218-0007
I-3132,4,2021-2022,20,240,360,1267,19561222-0030
I-3133,1,2021-2022,40,240,360,1181,19640414-0013
I-3134,4,2021-2022,20,280,240,1084,19620831-0024
I-3135,2,2021-2022,50,240,200,1025,19690513-0015
I-3136,4,2021-2022,20,240,280,1254,19660630-0020
I-3137,4,2021-2022,40,260,200,1222,19601021-0018
I-3138,4,2021-2022,40,240,280,1150,19620831-0024
I-3139,2,2021-2022,50,280,200,1056,19640220-0029
I-3140,1,2021-2022,50,280,420,1015,19600814-0002
I-3141,2,2022-2023,50,260,280,1123,19561222-0030
I-3142,2,2022-2023,20,280,360,1202,19620522-0023
I-3143,3,2022-2023,40,260,280,1168,19640220-0029
I-3144,1,2022-2023,50,280,280,1295,19620522-0023
I-3145,3,2022-2023,40,260,280,1207,19560612-0010
I-3146,3,2022-2023,40,280,200,1208,19620424-0026
I-3147,2,2022-2023,20,280,300,1102,19640220-0029
I-3148,3,2023-2024,50,260,420,1201,19640414-0013
I-3149,1,2023-2024,40,280,200,1015,19650303-0019
I-3150,4,2023-2024,20,280,420,1270,19600905-0003
I-3151,3,2023-2024,50,260,280,1260,19600814-0002
I-3152,3,2023-2024,40,280,200,1231,19601021-0018
I-3153,3,2023-2024,60,280,360,1249,19640220-0029
I-3154,2,2023-2024,20,240,300,1212,19560812-0016
I-3155,4,2023-2024,40,280,420,1189,19600814-0002
I-3156,1,2023-2024,40,240,420,1154,19600529-0021
I-3157,1,2023-2024,40,240,300,1021,19690917-0022
I-3158,3,2013-2014,60,240,300,1050,19570826-0012
I-3159,3,2013-2014,40,240,360,1263,19660630-0020
I-3160,4,2013-2014,50,240,280,1147,19610918-0027
I-3161,4,2013-2014,20,260,300,1247,19620831-0024
I-3162,1,2013-2014,40,260,420,1233,19560612-0010
I-3163,2,2013-2014,60,260,240,1214,19570828-0008
I-3164,1,2013-2014,50,280,360,1127,19570615-0011
I-3165,4,2013-2014,20,260,240,1091,19660630-0020
I-3166,3,2014-2015,40,260,300,1205,19560705-0025
I-3167,3,2014-2015,40,260,300,1022,19580515-0017
I-3168,4,2014-2015,40,280,240,1037,19650303-0019
I-3169,2,2014-2015,20,280,300,1013,19650303-0019
I-3170,3,2014-2015,60,280,280,1243,19680712-0028
I-3171,4,2014-2015,20,240,300,1075,19600529-0021
I-3172,2,2014-2015,50,240,280,1069,19610620-0006
I-3173,4,2014-2015,60,240,200,1067,19600814-0002
I-3174,3,2015-2016,50,260,360,1162,19640220-0029
I-3175,4,2015-2016,50,280,280,1039,19601021-0018
I-3176,3,2015-2016,50,260,280,1163,19610623-0005
I-3177,3,2015-2016,60,260,240,1065,19690513-0015
I-3178,2,2015-2016,50,260,240,1035,19600814-0002
I-3179,2,2015-2016,50,240,360,1005,19620831-0024
I-3180,3,2015-2016,50,240,420,1137,19610918-0027
I-3181,3,2015-2016,60,260,200,1136,19600905-0003
I-3182,4,2015-2016,20,240,280,1119,19611219-0014
I-3183,3,2015-2016,20,280,280,1105,19600814-0002
I-3184,2,2015-2016,50,240,420,1104,19620424-0026
I-3185,2,2015-2016,40,260,240,1095,19570615-0011
I-3186,1,2016-2017,40,240,240,1187,19640414-0013
I-3187,1,2016-2017,60,280,280,1182,19600814-0002
I-3188,3,2016-2017,40,240,360,1051,19570615-0011
I-3189,4,2016-2017,20,260,280,1200,19570826-0012
I-3190,3,2016-2017,60,280,300,1176,19690408-0009
I-3191,1,2016-2017,60,280,280,1169,19660630-0020
I-3192,2,2016-2017,50,240,240,1097,19690408-0009
I-3193,1,2016-2017,50,240,240,1074,19560612-0010
I-3194,3,2016-2017,60,280,240,1030,19610918-0027
I-3195,2,2017-2018,50,280,300,1209,19690917-0022
I-3196,3,2017-2018,50,240,240,1253,19561222-0030
I-3197,3,2017-2018,20,260,360,1129,19690917-0022
I-3198,1,2017-2018,20,280,280,1120,19610620-0006
I-3199,2,2017-2018,20,240,240,1064,19560612-0010
I-3200,1,2017-2018,20,240,420,1256,19561222-0030
I-3201,3,2017-2018,50,280,300,1151,19561222-0030
I-3202,2,2017-2018,60,260,420,1113,19610623-0005
I-3203,1,2017-2018,50,280,300,1105,19610623-0005
I-3204,3,2017-2018,20,260,360,1102,19570826-0012
I-3205,1,2018-2019,40,260,240,1192,19611219-0014
I-3206,3,2018-2019,20,260,300,1115,19580515-0017
I-3207,2,2018-2019,20,260,420,1210,19690513-0015
I-3208,1,2018-2019,40,280,280,1188,19690408-0009
I-3209,2,2018-2019,50,260,280,1255,19620522-0023
I-3210,2,2018-2019,20,260,240,1221,19600814-0002
I-3211,1,2018-2019,20,240,280,1211,19610623-0005
I-3212,3,2018-2019,60,240,280,1122,19620424-0026
I-3213,3,2018-2019,50,240,360,1079,19611219-0014
I-3214,2,2018-2019,40,280,280,1044,19590129-0004
I-3215,1,2019-2020,20,260,240,1029,19590129-0004
I-3216,4,2019-2020,40,260,300,1091,19570828-0008
I-3217,1,2019-2020,50,260,300,1059,19561222-0030
I-3218,3,2019-2020,60,240,300,1264,19620424-0026
I-3219,1,2019-2020,40,280,300,1169,19580515-0017
I-3220,3,2019-2020,20,240,200,1119,19560812-0016
I-3221,3,2019-2020,50,280,280,1066,19570615-0011
I-3222,2,2020-2021,40,260,360,1186,19620831-0024
I-3223,4,2020-2021,60,260,300,1116,19620424-0026
I-3224,2,2020-2021,60,240,280,1282,19560612-0010
I-3225,3,2020-2021,40,260,300,1196,19560812-0016
I-3226,3,2020-2021,60,280,200,1167,19690917-0022
I-3227,4,2020-2021,40,260,200,1242,19570828-0008
I-3228,3,2020-2021,60,280,420,1240,19580515-0017
I-3229,4,2020-2021,40,280,200,1139,19560612-0010
I-3230,1,2020-2021,50,240,420,1094,19560705-0025
I-3231,2,2020-2021,50,240,360,1043,19690513-0015
I-3232,2,2021-2022,50,240,240,1140,19620424-0026
I-3233,2,2021-2022,50,280,420,1215,19560612-0010
I-3234,3,2021-2022,20,260,360,1118,19560705-0025
I-3235,1,2021-2022,40,240,280,1276,19570828-0008
I-3236,1,2021-2022,60,260,200,1206,19660630-0020
I-3237,3,2021-2022,20,260,420,1187,19580515-0017
I-3238,4,2021-2022,60,280,360,1071,19660630-0020
I-3239,1,2021-2022,60,240,360,1009,19590129-0004
I-3240,2,2022-2023,20,240,240,1091,19620522-0023
I-3241,2,2022-2023,40,260,280,1076,19630126-0001
I-3242,4,2022-2023,40,240,280,1106,19560612-0010
I-3243,4,2022-2023,60,240,280,1039,19600814-0002
I-3244,4,2022-2023,40,280,300,1184,19570828-0008
I-3245,1,2022-2023,40,260,300,1069,19680712-0028
I-3246,2,2022-2023,20,240,240,1047,19620831-0024
I-3247,3,2022-2023,20,260,300,1007,19590129-0004
I-3248,2,2023-2024,60,240,360,1240,19600529-0021
I-3249,3,2023-2024,50,260,420,1197,19610623-0005
I-3250,2,2023-2024,50,280,240,1200,19611219-0014
I-3251,3,2023-2024,20,240,360,1121,19561222-0030
I-3252,1,2023-2024,60,260,240,1030,19610623-0005
I-3253,4,2023-2024,50,280,280,1006,19690408-0009
I-3254,4,2023-2024,40,240,200,1265,19570826-0012
I-3255,3,2023-2024,50,260,300,1212,19600905-0003
I-3256,3,2023-2024,40,240,200,1177,19620522-0023
I-3257,1,2023-2024,60,280,420,1158,19601021-0018
I-3258,4,2023-2024,40,240,280,1093,19560812-0016
I-3259,4,2023-2024,40,280,240,1078,19600529-0021
I-3260,3,2013-2014,50,260,200,1030,19601021-0018
I-3261,2,2013-2014,60,260,280,1152,19580218-0007
I-3262,4,2013-2014,50,280,280,1011,19601021-0018
I-3263,1,2013-2014,60,260,360,1296,19601021-0018
I-3264,1,2013-2014,20,280,280,1206,19680712-0028
I-3265,3,2013-2014,40,240,420,1188,19600905-0003
I-3266,1,2013-2014,60,240,300,1016,19580515-0017
I-3267,2,2014-2015,60,280,300,1201,19590129-0004
I-3268,1,2014-2015,20,280,200,1157,19620424-0026
I-3269,1,2014-2015,60,280,420,1295,19570826-0012
I-3270,1,2014-2015,40,240,420,1072,19560705-0025
I-3271,2,2014-2015,60,240,300,1096,19630126-0001
I-3272,4,2014-2015,40,260,420,1079,19690408-0009
I-3273,3,2014-2015,60,260,240,1068,19660630-0020
I-3274,2,2014-2015,60,260,280,1051,19570826-0012
I-3275,1,2014-2015,50,260,200,1030,19600529-0021
I-3276,2,2014-2015,20,280,420,1014,19570826-0012
I-3277,2,2015-2016,40,240,420,1144,19600905-0003
I-3278,4,2015-2016,60,240,300,1050,19600814-0002
I-3279,2,2015-2016,50,260,360,1277,19600814-0002
I-3280,2,2015-2016,40,240,280,1225,19690917-0022
I-3281,2,2015-2016,20,280,360,1040,19620831-0024
I-3282,3,2015-2016,60,240,420,1020,19660630-0020
I-3283,3,2015-2016,20,240,280,1186,19570826-0012
I-3284,1,2015-2016,20,280,280,1176,19560612-0010
I-3285,1,2015-2016,20,240,420,1177,19660630-0020
I-3286,3,2015-2016,40,280,300,1105,19620522-0023
I-3287,1,2015-2016,60,280,360,1018,19560705-0025
I-3288,1,2016-2017,50,240,300,1062,19600529-0021
I-3289,3,2016-2017,20,280,280,1238,19620831-0024
I-3290,3,2016-2017,40,260,360,1120,19601021-0018
I-3291,1,2016-2017,50,280,240,1150,19610918-0027
I-3292,1,2016-2017,20,260,280,1107,19640220-0029
I-3293,3,2016-2017,20,280,420,1080,19570828-0008
I-3294,1,2016-2017,60,260,420,1057,19611219-0014
I-3295,1,2017-2018,60,260,200,1276,19620522-0023
I-3296,2,2017-2018,20,260,200,1262,19561222-0030
I-3297,3,2017-2018,50,260,240,1026,19570826-0012
I-3298,1,2017-2018,50,260,200,1019,19560612-0010
I-3299,4,2017-2018,50,240,360,1299,19570826-0012
I-3300,3,2017-2018,40,240,420,1246,19570828-0008
I-3301,3,2017-2018,60,280,300,1225,19620831-0024
I-3302,1,2017-2018,50,280,420,1151,19690408-0009
I-3303,1,2017-2018,20,280,240,1014,19640414-0013
I-3304,4,2018-2019,50,280,360,1171,19620424-0026
I-3305,2,2018-2019,50,260,420,1143,19560705-0025
I-3306,1,2018-2019,20,240,200,1139,19570828-0008
I-3307,2,2018-2019,40,260,300,1292,19600529-0021
I-3308,2,2018-2019,40,240,280,1264,19640414-0013
I-3309,4,2018-2019,60,280,360,1198,19580515-0017
I-3310,2,2018-2019,40,260,280,1138,19601021-0018
I-3311,1,2018-2019,50,260,420,1062,19570828-0008
I-3312,3,2018-2019,40,280,200,1020,19611219-0014
I-3313,1,2019-2020,60,260,280,1061,19580218-0007
I-3314,1,2019-2020,40,280,280,1268,19600529-0021
I-3315,4,2019-2020,50,280,240,1188,19640220-0029
I-3316,3,2019-2020,50,260,200,1177,19560705-0025
I-3317,4,2019-2020,40,260,200,1078,19600905-0003
I-3318,1,2019-2020,50,240,200,1271,19640414-0013
I-3319,2,2019-2020,20,240,240,1191,19690917-0022
I-3320,2,2019-2020,40,240,240,1111,19600529-0021
I-3321,4,2019-2020,40,240,420,1072,19620424-0026
I-3322,4,2019-2020,20,240,280,1027,19561222-0030
I-3323,1,2020-2021,50,280,200,1118,19601021-0018
I-3324,2,2020-2021,50,260,360,1117,19620831-0024
I-3325,1,2020-2021,60,240,280,1279,19601021-0018
I-3326,3,2020-2021,20,260,360,1223,19611219-0014
I-3327,3,2020-2021,20,260,300,1029,19570828-0008
I-3328,1,2020-2021,60,240,360,1220,19610623-0005
I-3329,4,2020-2021,20,280,280,1209,19570615-0011
I-3330,4,2020-2021,50,260,300,1192,19660630-0020
I-3331,1,2020-2021,40,260,280,1099,19610620-0006
I-3332,1,2020-2021,50,240,420,1035,19690513-0015
I-3333,4,2020-2021,50,260,240,1030,19611219-0014
I-3334,4,2021-2022,60,260,280,1279,19620424-0026
I-3335,4,2021-2022,50,280,280,1192,19690917-0022
I-3336,3,2021-2022,40,280,360,1157,19560612-0010
I-3337,4,2021-2022,40,260,200,1043,19620424-0026
I-3338,3,2021-2022,60,260,280,1024,19650303-0019
I-3339,4,2021-2022,50,240,200,1237,19650303-0019
I-3340,3,2021-2022,20,240,280,1197,19660630-0020
I-3341,4,2021-2022,60,240,360,1173,19650303-0019
I-3342,2,2021-2022,60,240,420,1115,19600529-0021
I-3343,3,2022-2023,60,260,300,1297,19690917-0022
I-3344,3,2022-2023,50,280,420,1264,19600814-0002
I-3345,3,2022-2023,20,240,200,1224,19600529-0021
I-3346,4,2022-2023,60,240,280,1115,19620522-0023
I-3347,1,2022-2023,60,240,360,1104,19600529-0021
I-3348,4,2022-2023,60,260,300,1031,19580218-0007
I-3349,4,2022-2023,20,240,300,1205,19620522-0023
I-3350,1,2022-2023,40,280,280,1190,19630126-0001
I-3351,2,2022-2023,50,260,200,1077,19680712-0028
I-3352,3,2022-2023,50,240,200,1075,19620424-0026
I-3353,4,2022-2023,60,260,360,1060,19570615-0011
I-3354,4,2023-2024,20,260,420,1270,19610918-0027
I-3355,3,2023-2024,50,280,240,1153,19650303-0019
I-3356,1,2023-2024,20,280,280,1139,19660630-0020
I-3357,1,2023-2024,20,240,200,1131,19561222-0030
I-3358,4,2023-2024,40,280,280,1116,19600905-0003
I-3359,2,2023-2024,20,240,420,1064,19601021-0018
I-3360,1,2023-2024,50,280,240,1223,19680712-0028
I-3361,3,2023-2024,60,240,300,1216,19690917-0022
