HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH8445,260,242,I-3369,19590129-0004
WH8446,120,105,I-3369,19781217-0053
WH8447,140,153,I-3369,19900909-0123
WH8448,240,235,I-3370,19620424-0026
WH8449,140,128,I-3370,19790618-0048
WH8450,260,279,I-3371,19630126-0001
WH8451,120,112,I-3371,19751018-0039
WH8452,260,258,I-3372,19620424-0026
WH8453,120,138,I-3372,19761009-0055
WH8454,260,253,I-3373,19560612-0010
WH8455,100,85,I-3373,19750417-0051
WH8456,120,103,I-3373,19930616-0127
WH8457,260,251,I-3374,19570828-0008
WH8458,100,81,I-3374,19790702-0038
WH8459,100,89,I-3374,19920828-0070
WH8460,260,256,I-3375,19570615-0011
WH8461,120,120,I-3375,19750906-0032
WH8462,260,268,I-3376,19640220-0029
WH8463,120,125,I-3376,19760108-0050
WH8464,120,109,I-3376,19920122-0065
WH8465,260,248,I-3377,19601021-0018
WH8466,140,126,I-3377,19790618-0048
WH8467,240,257,I-3378,19560812-0016
WH8468,140,147,I-3378,19780424-0057
WH8469,260,279,I-3379,19570615-0011
WH8470,140,136,I-3379,19770713-0042
WH8471,260,269,I-3380,19590129-0004
WH8472,120,123,I-3380,19750906-0032
WH8473,240,258,I-3381,19690408-0009
WH8474,140,152,I-3381,19770224-0058
WH8475,240,222,I-3382,19640220-0029
WH8476,120,127,I-3382,19750906-0032
WH8477,140,124,I-3382,19901219-0125
WH8478,240,229,I-3383,19600905-0003
WH8479,140,155,I-3383,19750102-0059
WH8480,120,137,I-3383,19910404-0102
WH8481,260,252,I-3384,19560812-0016
WH8482,120,122,I-3384,19781130-0054
WH8483,120,103,I-3384,19921127-0120
WH8484,280,300,I-3385,19580218-0007
WH8485,120,111,I-3385,19750722-0060
WH8486,280,261,I-3386,19690917-0022
WH8487,140,130,I-3386,19761020-0044
WH8488,100,117,I-3386,19920320-0121
WH8489,280,299,I-3387,19560612-0010
WH8490,120,135,I-3387,19750331-0036
WH8491,140,140,I-3387,19900619-0076
WH8492,280,267,I-3388,19660630-0020
WH8493,140,139,I-3388,19780424-0057
WH8494,140,159,I-3388,19900119-0104
WH8495,280,271,I-3389,19600529-0021
WH8496,100,87,I-3389,19770713-0042
WH8497,120,139,I-3389,19930414-0106
WH8498,280,293,I-3390,19620424-0026
WH8499,100,83,I-3390,19781130-0054
WH8500,280,284,I-3391,19610623-0005
WH8501,120,118,I-3391,19781217-0053
WH8502,280,272,I-3392,19680712-0028
WH8503,140,124,I-3392,19770224-0058
WH8504,260,276,I-3393,19600529-0021
WH8505,100,101,I-3393,19780424-0057
WH8506,260,247,I-3394,19560812-0016
WH8507,120,114,I-3394,19771013-0040
WH8508,240,238,I-3395,19601021-0018
WH8509,100,116,I-3395,19761009-0055
WH8510,280,286,I-3396,19560812-0016
WH8511,140,141,I-3396,19761020-0044
WH8512,280,295,I-3397,19620522-0023
WH8513,120,100,I-3397,19750906-0032
WH8514,240,220,I-3398,19580515-0017
WH8515,140,141,I-3398,19781217-0053
WH8516,100,107,I-3398,19920226-0075
WH8517,240,236,I-3399,19561222-0030
WH8518,120,113,I-3399,19790426-0049
WH8519,240,240,I-3400,19560705-0025
WH8520,140,129,I-3400,19780602-0035
WH8521,100,113,I-3400,19921218-0101
WH8522,260,264,I-3401,19600814-0002
WH8523,120,103,I-3401,19790618-0048
WH8524,140,128,I-3401,19900211-0140
WH8525,240,229,I-3402,19620522-0023
WH8526,140,131,I-3402,19750122-0056
WH8527,240,221,I-3403,19560612-0010
WH8528,120,109,I-3403,19750722-0060
WH8529,120,140,I-3403,19900909-0123
WH8530,240,230,I-3404,19610918-0027
WH8531,120,133,I-3404,19760108-0050
WH8532,260,242,I-3405,19570826-0012
WH8533,140,126,I-3405,19790618-0048
WH8534,240,224,I-3406,19560812-0016
WH8535,100,106,I-3406,19750220-0037
WH8536,240,248,I-3407,19630126-0001
WH8537,140,128,I-3407,19781130-0054
WH8538,260,250,I-3408,19600529-0021
WH8539,120,110,I-3408,19781217-0053
WH8540,280,284,I-3409,19690408-0009
WH8541,140,155,I-3409,19790708-0041
WH8542,260,276,I-3410,19570828-0008
WH8543,120,120,I-3410,19780815-0047
WH8544,240,255,I-3411,19610620-0006
WH8545,120,116,I-3411,19760524-0046
WH8546,280,277,I-3412,19610918-0027
WH8547,120,139,I-3412,19750417-0051
WH8548,240,250,I-3413,19580515-0017
WH8549,100,94,I-3413,19790702-0038
WH8550,280,290,I-3414,19650303-0019
WH8551,100,95,I-3414,19750512-0043
WH8552,260,253,I-3415,19570615-0011
WH8553,120,132,I-3415,19761009-0055
WH8554,240,227,I-3416,19580218-0007
WH8555,140,136,I-3416,19780317-0052
WH8556,140,121,I-3416,19900801-0130
WH8557,260,263,I-3417,19561222-0030
WH8558,120,113,I-3417,19790426-0049
WH8559,240,252,I-3418,19560812-0016
WH8560,120,122,I-3418,19750220-0037
WH8561,240,236,I-3419,19680712-0028
WH8562,100,103,I-3419,19780602-0035
WH8563,140,151,I-3419,19910403-0131
WH8564,240,252,I-3420,19580515-0017
WH8565,100,85,I-3420,19781217-0053
WH8566,240,248,I-3421,19690408-0009
WH8567,100,100,I-3421,19750417-0051
WH8568,280,297,I-3422,19560812-0016
WH8569,100,84,I-3422,19790702-0038
WH8570,120,131,I-3422,19920316-0107
WH8571,240,222,I-3423,19560812-0016
WH8572,120,130,I-3423,19780815-0047
WH8573,260,262,I-3424,19600905-0003
WH8574,100,91,I-3424,19761024-0034
WH8575,100,87,I-3424,19910327-0096
WH8576,280,298,I-3425,19640220-0029
WH8577,120,134,I-3425,19770713-0042
WH8578,280,294,I-3426,19690513-0015
WH8579,100,81,I-3426,19750331-0036
WH8580,100,116,I-3426,19921002-0129
WH8581,260,241,I-3427,19580218-0007
WH8582,100,85,I-3427,19750220-0037
WH8583,280,285,I-3428,19610918-0027
WH8584,100,97,I-3428,19761024-0034
WH8585,100,97,I-3428,19900317-0083
WH8586,240,220,I-3429,19690513-0015
WH8587,120,133,I-3429,19780424-0057
WH8588,100,113,I-3429,19910817-0092
WH8589,260,263,I-3430,19690513-0015
WH8590,120,124,I-3430,19760524-0046
WH8591,280,265,I-3431,19580515-0017
WH8592,120,113,I-3431,19760108-0050
WH8593,140,156,I-3431,19900511-0134
WH8594,240,252,I-3432,19690917-0022
WH8595,140,120,I-3432,19790426-0049
WH8596,260,263,I-3433,19640414-0013
WH8597,100,91,I-3433,19771013-0040
WH8598,240,223,I-3434,19620522-0023
WH8599,140,128,I-3434,19780424-0057
WH8600,120,116,I-3434,19900201-0074
WH8601,260,241,I-3435,19580515-0017
WH8602,120,119,I-3435,19780815-0047
WH8603,120,120,I-3435,19900801-0130
WH8604,260,254,I-3436,19610623-0005
WH8605,140,129,I-3436,19761009-0055
WH8606,240,256,I-3437,19560812-0016
WH8607,140,123,I-3437,19750512-0043
WH8608,280,273,I-3438,19620522-0023
WH8609,140,138,I-3438,19790717-0045
WH8610,120,131,I-3438,19930508-0061
WH8611,240,237,I-3439,19600905-0003
WH8612,100,94,I-3439,19771013-0040
WH8613,120,117,I-3439,19910421-0067
WH8614,280,260,I-3440,19640220-0029
WH8615,100,111,I-3440,19761009-0055
WH8616,120,113,I-3440,19901026-0111
WH8617,260,245,I-3441,19570828-0008
WH8618,100,116,I-3441,19780424-0057
WH8619,240,250,I-3442,19690917-0022
WH8620,120,126,I-3442,19790618-0048
WH8621,240,225,I-3443,19600905-0003
WH8622,140,138,I-3443,19750705-0033
WH8623,140,140,I-3443,19910927-0128
WH8624,280,293,I-3444,19561222-0030
WH8625,140,136,I-3444,19750331-0036
WH8626,240,228,I-3445,19570828-0008
WH8627,120,106,I-3445,19750102-0059
WH8628,100,90,I-3445,19910101-0133
WH8629,240,247,I-3446,19560812-0016
WH8630,140,134,I-3446,19750906-0032
WH8631,100,83,I-3446,19930414-0106
WH8632,240,226,I-3447,19690513-0015
WH8633,120,132,I-3447,19750705-0033
WH8634,120,111,I-3447,19920505-0115
WH8635,280,284,I-3448,19560812-0016
WH8636,140,138,I-3448,19790717-0045
WH8637,100,85,I-3448,19930919-0137
WH8638,260,265,I-3449,19610918-0027
WH8639,140,159,I-3449,19790717-0045
WH8640,280,260,I-3450,19620831-0024
WH8641,120,137,I-3450,19761020-0044
WH8642,100,94,I-3450,19920826-0088
WH8643,240,256,I-3451,19611219-0014
WH8644,140,144,I-3451,19750722-0060
WH8645,260,259,I-3452,19600529-0021
WH8646,120,108,I-3452,19781217-0053
WH8647,260,274,I-3453,19620424-0026
WH8648,100,85,I-3453,19760108-0050
WH8649,280,283,I-3454,19650303-0019
WH8650,120,119,I-3454,19780815-0047
WH8651,100,107,I-3454,19920206-0072
WH8652,240,227,I-3455,19610918-0027
WH8653,140,150,I-3455,19780815-0047
WH8654,140,122,I-3455,19910514-0068
WH8655,280,285,I-3456,19650303-0019
WH8656,120,132,I-3456,19750906-0032
WH8657,140,144,I-3456,19931212-0079
WH8658,280,288,I-3457,19620831-0024
WH8659,120,116,I-3457,19750220-0037
WH8660,100,84,I-3457,19910822-0122
WH8661,280,270,I-3458,19611219-0014
WH8662,120,100,I-3458,19761009-0055
WH8663,100,102,I-3458,19921218-0101
WH8664,280,268,I-3459,19580515-0017
WH8665,120,128,I-3459,19750512-0043
WH8666,140,151,I-3459,19920602-0073
WH8667,280,262,I-3460,19610623-0005
WH8668,140,128,I-3460,19790717-0045
WH8669,260,247,I-3461,19600529-0021
WH8670,140,140,I-3461,19780602-0035
WH8671,260,240,I-3462,19561222-0030
WH8672,120,123,I-3462,19750512-0043
WH8673,140,156,I-3462,19900511-0134
WH8674,240,231,I-3463,19611219-0014
WH8675,100,105,I-3463,19781217-0053
WH8676,240,255,I-3464,19680712-0028
WH8677,140,132,I-3464,19750122-0056
WH8678,240,248,I-3465,19560812-0016
WH8679,100,83,I-3465,19750122-0056
WH8680,260,247,I-3466,19561222-0030
WH8681,140,143,I-3466,19760108-0050
WH8682,240,255,I-3467,19630126-0001
WH8683,100,82,I-3467,19750722-0060
WH8684,140,154,I-3467,19910214-0084
WH8685,240,242,I-3468,19630126-0001
WH8686,100,114,I-3468,19790708-0041
WH8687,120,125,I-3468,19910404-0102
WH8688,240,259,I-3469,19560612-0010
WH8689,140,125,I-3469,19790717-0045
WH8690,140,157,I-3469,19920226-0075
WH8691,240,239,I-3470,19570615-0011
WH8692,140,127,I-3470,19781217-0053
WH8693,140,146,I-3470,19900119-0104
WH8694,240,240,I-3471,19601021-0018
WH8695,120,120,I-3471,19780602-0035
WH8696,140,134,I-3471,19910820-0078
WH8697,260,271,I-3472,19690408-0009
WH8698,120,112,I-3472,19770224-0058
WH8699,240,238,I-3473,19560812-0016
WH8700,100,111,I-3473,19760108-0050
WH8701,100,90,I-3473,19910421-0067
WH8702,280,280,I-3474,19640220-0029
WH8703,140,137,I-3474,19761009-0055
WH8704,240,240,I-3475,19690513-0015
WH8705,140,142,I-3475,19750220-0037
WH8706,100,84,I-3475,19920826-0088
WH8707,280,260,I-3476,19640414-0013
WH8708,120,120,I-3476,19750331-0036
WH8709,120,132,I-3476,19910817-0092
WH8710,240,225,I-3477,19610918-0027
WH8711,120,105,I-3477,19750512-0043
WH8712,140,122,I-3477,19900619-0076
WH8713,280,267,I-3478,19560812-0016
WH8714,140,145,I-3478,19761009-0055
WH8715,280,273,I-3479,19610620-0006
WH8716,140,147,I-3479,19770224-0058
WH8717,260,243,I-3480,19620522-0023
WH8718,120,124,I-3480,19781130-0054
WH8719,260,244,I-3481,19601021-0018
WH8720,100,111,I-3481,19790717-0045
WH8721,280,296,I-3482,19610620-0006
WH8722,140,135,I-3482,19780815-0047
WH8723,260,277,I-3483,19690408-0009
WH8724,120,104,I-3483,19761009-0055
WH8725,240,257,I-3484,19690917-0022
WH8726,120,131,I-3484,19750220-0037
WH8727,260,260,I-3485,19560612-0010
WH8728,120,135,I-3485,19750122-0056
WH8729,100,90,I-3485,19910403-0131
WH8730,280,260,I-3486,19620831-0024
WH8731,140,129,I-3486,19761020-0044
WH8732,280,272,I-3487,19601021-0018
WH8733,140,136,I-3487,19750722-0060
WH8734,120,138,I-3487,19921201-0094
WH8735,280,300,I-3488,19620522-0023
WH8736,140,148,I-3488,19790618-0048
WH8737,280,284,I-3489,19611219-0014
WH8738,120,118,I-3489,19770713-0042
WH8739,280,270,I-3490,19580218-0007
WH8740,140,134,I-3490,19761020-0044
WH8741,100,97,I-3490,19900430-0112
WH8742,260,272,I-3491,19660630-0020
WH8743,140,148,I-3491,19750705-0033
WH8744,260,274,I-3492,19620522-0023
WH8745,100,88,I-3492,19780424-0057
WH8746,100,111,I-3492,19920217-0098
WH8747,240,260,I-3493,19600905-0003
WH8748,120,106,I-3493,19750512-0043
WH8749,240,227,I-3494,19690408-0009
WH8750,140,142,I-3494,19750220-0037
WH8751,260,278,I-3495,19620522-0023
WH8752,120,124,I-3495,19761020-0044
WH8753,100,86,I-3495,19910822-0122
WH8754,260,277,I-3496,19601021-0018
WH8755,100,113,I-3496,19780317-0052
WH8756,100,80,I-3496,19931203-0066
WH8757,280,283,I-3497,19630126-0001
WH8758,120,101,I-3497,19760108-0050
WH8759,260,275,I-3498,19660630-0020
WH8760,120,116,I-3498,19750722-0060
WH8761,280,297,I-3499,19690513-0015
WH8762,120,132,I-3499,19761024-0034
WH8763,240,225,I-3500,19610918-0027
WH8764,140,140,I-3500,19770224-0058
WH8765,140,128,I-3500,19931203-0066
WH8766,240,258,I-3501,19610620-0006
WH8767,100,109,I-3501,19761020-0044
WH8768,280,270,I-3502,19570826-0012
WH8769,140,123,I-3502,19750512-0043
WH8770,280,269,I-3503,19580515-0017
WH8771,120,129,I-3503,19790708-0041
WH8772,100,88,I-3503,19910403-0131
WH8773,280,260,I-3504,19560705-0025
WH8774,120,103,I-3504,19790702-0038
WH8775,240,257,I-3505,19620831-0024
WH8776,140,138,I-3505,19770224-0058
WH8777,280,284,I-3506,19610918-0027
WH8778,140,139,I-3506,19750331-0036
WH8779,140,154,I-3506,19901011-0119
WH8780,240,258,I-3507,19690917-0022
WH8781,120,137,I-3507,19780815-0047
WH8782,240,260,I-3508,19590129-0004
WH8783,140,138,I-3508,19780424-0057
WH8784,120,128,I-3508,19900902-0114
WH8785,280,287,I-3509,19690513-0015
WH8786,140,138,I-3509,19750220-0037
WH8787,260,259,I-3510,19610623-0005
WH8788,120,121,I-3510,19750331-0036
WH8789,120,138,I-3510,19910206-0081
WH8790,260,255,I-3511,19611219-0014
WH8791,120,115,I-3511,19750122-0056
WH8792,140,125,I-3511,19930508-0061
WH8793,260,255,I-3512,19620831-0024
WH8794,120,103,I-3512,19750220-0037
WH8795,140,127,I-3512,19920320-0121
WH8796,260,253,I-3513,19600905-0003
WH8797,100,116,I-3513,19751018-0039
WH8798,100,90,I-3513,19900902-0090
WH8799,260,274,I-3514,19611219-0014
WH8800,120,102,I-3514,19751018-0039
WH8801,240,254,I-3515,19611219-0014
WH8802,120,127,I-3515,19750417-0051
WH8803,120,134,I-3515,19910101-0133
WH8804,260,256,I-3516,19590129-0004
WH8805,120,123,I-3516,19760524-0046
WH8806,260,264,I-3517,19580515-0017
WH8807,100,102,I-3517,19761020-0044
WH8808,100,109,I-3517,19930709-0100
WH8809,260,247,I-3518,19610918-0027
WH8810,120,125,I-3518,19781130-0054
WH8811,260,264,I-3519,19570615-0011
WH8812,140,138,I-3519,19761020-0044
WH8813,260,258,I-3520,19580515-0017
WH8814,140,128,I-3520,19771013-0040
WH8815,260,253,I-3521,19561222-0030
WH8816,120,124,I-3521,19780317-0052
WH8817,100,118,I-3521,19910214-0084
WH8818,240,224,I-3522,19570828-0008
WH8819,120,125,I-3522,19750512-0043
WH8820,140,142,I-3522,19900616-0124
WH8821,280,288,I-3523,19660630-0020
WH8822,140,141,I-3523,19780815-0047
WH8823,240,224,I-3524,19600905-0003
WH8824,120,111,I-3524,19760108-0050
WH8825,240,259,I-3525,19580515-0017
WH8826,100,116,I-3525,19780602-0035
WH8827,100,87,I-3525,19920206-0072
WH8828,260,242,I-3526,19660630-0020
WH8829,120,140,I-3526,19761020-0044
WH8830,240,241,I-3527,19580218-0007
WH8831,120,104,I-3527,19780602-0035
WH8832,260,254,I-3528,19590129-0004
WH8833,120,103,I-3528,19750906-0032
WH8834,100,102,I-3528,19920217-0098
WH8835,260,247,I-3529,19690408-0009
WH8836,140,158,I-3529,19790618-0048
WH8837,240,232,I-3530,19580218-0007
WH8838,120,134,I-3530,19760524-0046
WH8839,100,83,I-3530,19900211-0140
WH8840,260,245,I-3531,19620424-0026
WH8841,100,109,I-3531,19790618-0048
WH8842,140,139,I-3531,19900321-0080
WH8843,280,267,I-3532,19560705-0025
WH8844,100,103,I-3532,19781217-0053
WH8845,240,223,I-3533,19640414-0013
WH8846,100,87,I-3533,19750122-0056
WH8847,240,243,I-3534,19610623-0005
WH8848,100,96,I-3534,19790618-0048
WH8849,240,256,I-3535,19690917-0022
WH8850,100,119,I-3535,19781217-0053
WH8851,240,229,I-3536,19580218-0007
WH8852,100,111,I-3536,19760524-0046
WH8853,140,126,I-3536,19910820-0078
WH8854,240,222,I-3537,19610620-0006
WH8855,140,139,I-3537,19790717-0045
WH8856,280,298,I-3538,19570826-0012
WH8857,100,115,I-3538,19760108-0050
WH8858,260,259,I-3539,19650303-0019
WH8859,140,133,I-3539,19780424-0057
WH8860,140,146,I-3539,19910822-0122
WH8861,260,245,I-3540,19620522-0023
WH8862,120,107,I-3540,19781130-0054
WH8863,280,288,I-3541,19580218-0007
WH8864,120,128,I-3541,19790708-0041
WH8865,140,159,I-3541,19900511-0134
WH8866,280,283,I-3542,19620522-0023
WH8867,100,101,I-3542,19750331-0036
WH8868,120,131,I-3542,19910514-0068
WH8869,280,274,I-3543,19580218-0007
WH8870,140,156,I-3543,19790702-0038
WH8871,260,254,I-3544,19690917-0022
WH8872,120,112,I-3544,19750512-0043
WH8873,140,122,I-3544,19930829-0082
WH8874,240,225,I-3545,19580218-0007
WH8875,120,104,I-3545,19780602-0035
WH8876,100,101,I-3545,19910206-0081
WH8877,260,263,I-3546,19560812-0016
WH8878,140,141,I-3546,19781125-0031
WH8879,260,243,I-3547,19570828-0008
WH8880,120,139,I-3547,19770713-0042
WH8881,280,295,I-3548,19640414-0013
WH8882,140,160,I-3548,19760524-0046
WH8883,240,253,I-3549,19580515-0017
WH8884,140,157,I-3549,19750722-0060
WH8885,260,264,I-3550,19580218-0007
WH8886,140,148,I-3550,19750705-0033
WH8887,120,112,I-3550,19901219-0125
WH8888,240,241,I-3551,19610918-0027
WH8889,140,145,I-3551,19750417-0051
WH8890,280,260,I-3552,19611219-0014
WH8891,140,140,I-3552,19780815-0047
WH8892,120,133,I-3552,19910817-0092
WH8893,280,282,I-3553,19680712-0028
WH8894,120,108,I-3553,19750906-0032
WH8895,100,117,I-3553,19920206-0072
WH8896,260,258,I-3554,19650303-0019
WH8897,100,88,I-3554,19781217-0053
WH8898,100,97,I-3554,19920505-0115
WH8899,240,233,I-3555,19600905-0003
WH8900,140,137,I-3555,19780602-0035
WH8901,120,130,I-3555,19901011-0119
WH8902,260,275,I-3556,19610918-0027
WH8903,120,109,I-3556,19750220-0037
WH8904,240,249,I-3557,19570615-0011
WH8905,140,157,I-3557,19761024-0034
WH8906,260,269,I-3558,19680712-0028
WH8907,140,155,I-3558,19761024-0034
WH8908,240,230,I-3559,19560612-0010
WH8909,100,107,I-3559,19780317-0052
WH8910,280,269,I-3560,19620522-0023
WH8911,100,94,I-3560,19760524-0046
WH8912,280,280,I-3561,19640414-0013
WH8913,140,127,I-3561,19781125-0031
WH8914,280,286,I-3562,19650303-0019
WH8915,100,106,I-3562,19750417-0051
WH8916,140,135,I-3562,19930616-0127
WH8917,260,246,I-3563,19660630-0020
WH8918,120,134,I-3563,19770713-0042
WH8919,120,112,I-3563,19910514-0068
WH8920,280,292,I-3564,19601021-0018
WH8921,100,95,I-3564,19750722-0060
WH8922,280,265,I-3565,19680712-0028
WH8923,120,123,I-3565,19790708-0041
WH8924,240,239,I-3566,19600814-0002
WH8925,140,151,I-3566,19780602-0035
WH8926,100,108,I-3566,19900619-0076
WH8927,280,281,I-3567,19650303-0019
WH8928,120,102,I-3567,19780317-0052
WH8929,260,256,I-3568,19610918-0027
WH8930,100,89,I-3568,19780317-0052
WH8931,140,147,I-3568,19911116-0069
WH8932,280,294,I-3569,19620424-0026
WH8933,120,109,I-3569,19790717-0045
WH8934,280,287,I-3570,19560612-0010
WH8935,140,144,I-3570,19781125-0031
WH8936,240,221,I-3571,19600905-0003
WH8937,140,133,I-3571,19790618-0048
WH8938,100,84,I-3571,19930616-0127
WH8939,240,237,I-3572,19690917-0022
WH8940,140,157,I-3572,19761009-0055
WH8941,240,247,I-3573,19570826-0012
WH8942,120,118,I-3573,19781130-0054
WH8943,140,152,I-3573,19901108-0087
WH8944,280,297,I-3574,19561222-0030
WH8945,120,117,I-3574,19760524-0046
WH8946,280,284,I-3575,19620522-0023
WH8947,100,98,I-3575,19750220-0037
WH8948,260,265,I-3576,19620831-0024
WH8949,140,146,I-3576,19761024-0034
WH8950,140,150,I-3576,19921201-0094
WH8951,280,294,I-3577,19640414-0013
WH8952,100,87,I-3577,19770713-0042
WH8953,260,254,I-3578,19610620-0006
WH8954,120,119,I-3578,19761009-0055
WH8955,260,279,I-3579,19640220-0029
WH8956,140,147,I-3579,19770224-0058
WH8957,140,123,I-3579,19910404-0102
WH8958,280,282,I-3580,19640220-0029
WH8959,120,101,I-3580,19780815-0047
WH8960,120,112,I-3580,19920206-0072
WH8961,280,294,I-3581,19690917-0022
WH8962,100,101,I-3581,19750102-0059
WH8963,120,134,I-3581,19910921-0136
WH8964,260,263,I-3582,19690513-0015
WH8965,120,106,I-3582,19750220-0037
WH8966,240,222,I-3583,19600905-0003
WH8967,140,143,I-3583,19750122-0056
WH8968,240,242,I-3584,19560612-0010
WH8969,120,134,I-3584,19780317-0052
WH8970,280,272,I-3585,19620522-0023
WH8971,120,133,I-3585,19750220-0037
WH8972,100,118,I-3585,19911116-0069
WH8973,260,260,I-3586,19580515-0017
WH8974,140,142,I-3586,19790717-0045
WH8975,240,251,I-3587,19560612-0010
WH8976,100,119,I-3587,19760524-0046
WH8977,100,94,I-3587,19910820-0078
WH8978,260,275,I-3588,19590129-0004
WH8979,140,133,I-3588,19770713-0042
WH8980,260,252,I-3589,19570828-0008
WH8981,100,97,I-3589,19761024-0034
WH8982,120,129,I-3589,19921123-0108
WH8983,260,243,I-3590,19690408-0009
WH8984,100,102,I-3590,19790702-0038
WH8985,260,254,I-3591,19590129-0004
WH8986,100,90,I-3591,19750722-0060
WH8987,100,82,I-3591,19911025-0091
WH8988,260,274,I-3592,19620424-0026
WH8989,140,125,I-3592,19781130-0054
WH8990,280,291,I-3593,19570826-0012
WH8991,100,80,I-3593,19751018-0039
WH8992,280,272,I-3594,19600814-0002
WH8993,140,125,I-3594,19790702-0038
WH8994,260,248,I-3595,19600529-0021
WH8995,100,96,I-3595,19790702-0038
WH8996,240,256,I-3596,19690408-0009
WH8997,140,144,I-3596,19771013-0040
WH8998,120,139,I-3596,19910101-0133
WH8999,260,278,I-3597,19570828-0008
WH9000,140,122,I-3597,19750122-0056
WH9001,100,101,I-3597,19930228-0086
WH9002,280,298,I-3598,19650303-0019
WH9003,120,114,I-3598,19790717-0045
WH9004,120,104,I-3598,19911116-0069
WH9005,260,273,I-3599,19650303-0019
WH9006,120,129,I-3599,19790618-0048
WH9007,120,125,I-3599,19900801-0130
WH9008,260,268,I-3600,19690917-0022
WH9009,140,136,I-3600,19790702-0038
WH9010,100,105,I-3600,19931212-0079
WH9011,240,223,I-3601,19640220-0029
WH9012,140,152,I-3601,19780424-0057
WH9013,260,244,I-3602,19690917-0022
WH9014,140,126,I-3602,19770713-0042
WH9015,240,238,I-3603,19600814-0002
WH9016,120,129,I-3603,19790708-0041
WH9017,140,132,I-3603,19900201-0074
WH9018,240,243,I-3604,19580515-0017
WH9019,120,124,I-3604,19761009-0055
WH9020,120,134,I-3604,19921201-0094
WH9021,240,234,I-3605,19560812-0016
WH9022,100,110,I-3605,19780815-0047
WH9023,240,220,I-3606,19630126-0001
WH9024,120,135,I-3606,19781130-0054
WH9025,100,91,I-3606,19920504-0093
WH9026,240,229,I-3607,19560705-0025
WH9027,120,113,I-3607,19761020-0044
WH9028,280,271,I-3608,19640414-0013
WH9029,120,120,I-3608,19780815-0047
WH9030,100,92,I-3608,19921127-0120
WH9031,280,282,I-3609,19610918-0027
WH9032,140,130,I-3609,19750705-0033
WH9033,260,252,I-3610,19600814-0002
WH9034,140,135,I-3610,19780602-0035
WH9035,120,116,I-3610,19910403-0103
WH9036,240,245,I-3611,19561222-0030
WH9037,100,81,I-3611,19780602-0035
WH9038,120,132,I-3611,19931212-0079
WH9039,280,283,I-3612,19660630-0020
WH9040,120,116,I-3612,19760524-0046
WH9041,140,136,I-3612,19920320-0121
WH9042,240,254,I-3613,19560812-0016
WH9043,140,122,I-3613,19790717-0045
WH9044,260,258,I-3614,19680712-0028
WH9045,120,113,I-3614,19761009-0055
WH9046,120,132,I-3614,19930228-0086
WH9047,280,299,I-3615,19560812-0016
WH9048,120,116,I-3615,19781130-0054
WH9049,240,239,I-3616,19560612-0010
WH9050,140,157,I-3616,19750102-0059
WH9051,280,275,I-3617,19680712-0028
WH9052,100,98,I-3617,19780815-0047
WH9053,120,118,I-3617,19930906-0110
WH9054,240,235,I-3618,19560812-0016
WH9055,100,81,I-3618,19750705-0033
WH9056,100,93,I-3618,19901026-0111
WH9057,240,228,I-3619,19640220-0029
WH9058,140,153,I-3619,19790702-0038
WH9059,140,144,I-3619,19921218-0101
WH9060,280,292,I-3620,19630126-0001
WH9061,100,80,I-3620,19760108-0050
WH9062,120,128,I-3620,19910403-0103
WH9063,280,270,I-3621,19601021-0018
WH9064,120,130,I-3621,19790702-0038
WH9065,240,254,I-3622,19561222-0030
WH9066,140,125,I-3622,19790708-0041
WH9067,280,273,I-3623,19610918-0027
WH9068,100,90,I-3623,19790702-0038
WH9069,240,238,I-3624,19570826-0012
WH9070,120,108,I-3624,19770224-0058
WH9071,140,140,I-3624,19910122-0077
WH9072,280,268,I-3625,19560705-0025
WH9073,120,134,I-3625,19771013-0040
WH9074,260,246,I-3626,19580218-0007
WH9075,120,114,I-3626,19790426-0049
WH9076,140,148,I-3626,19931203-0066
WH9077,240,257,I-3627,19640220-0029
WH9078,140,127,I-3627,19750722-0060
WH9079,120,114,I-3627,19930512-0117
WH9080,240,241,I-3628,19570828-0008
WH9081,140,128,I-3628,19760108-0050
WH9082,260,267,I-3629,19560612-0010
WH9083,140,133,I-3629,19781125-0031
WH9084,120,126,I-3629,19900321-0080
WH9085,240,227,I-3630,19560705-0025
WH9086,140,129,I-3630,19750417-0051
WH9087,280,266,I-3631,19601021-0018
WH9088,120,126,I-3631,19750512-0043
WH9089,240,246,I-3632,19620831-0024
WH9090,140,125,I-3632,19750512-0043
WH9091,100,83,I-3632,19900321-0080
WH9092,240,258,I-3633,19560612-0010
WH9093,100,117,I-3633,19761009-0055
WH9094,140,152,I-3633,19900520-0063
WH9095,280,271,I-3634,19620424-0026
WH9096,140,151,I-3634,19781130-0054
WH9097,260,256,I-3635,19620831-0024
WH9098,120,139,I-3635,19790702-0038
WH9099,100,98,I-3635,19901219-0125
WH9100,240,223,I-3636,19560612-0010
WH9101,100,116,I-3636,19771013-0040
WH9102,260,276,I-3637,19601021-0018
WH9103,120,120,I-3637,19770224-0058
WH9104,280,261,I-3638,19610623-0005
WH9105,100,102,I-3638,19790717-0045
WH9106,100,85,I-3638,19900426-0089
WH9107,280,281,I-3639,19570615-0011
WH9108,100,89,I-3639,19780317-0052
WH9109,240,233,I-3640,19640414-0013
